Id,Name,Address,City,State,Division,Major Group,Industry Group,SIC,Description
200,Rivera LLC,758 Perry Parks Suite 439,Allenside,Alabama,E,42.0,423.0,4231.0,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation
201,"Hodges, Phillips and Mckinney",5894 Ronald Fort,New Jason,North Carolina,D,,204.0,2045.0,Prepared Flour Mixes and Doughs
202,Alexander-Jensen,133 Brittany Keys Suite 683,Lindaport,Wisconsin,D,39.0,399.0,3991.0,Brooms and Brushes
203,May-Brown,8497 Brian Junction,Josephstad,Idaho,G,54.0,542.0,5421.0,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners"
204,"Williamson, Aguilar and Johnson",74671 Casey Crescent Suite 296,Smithfort,North Dakota,E,41.0,415.0,4151.0,School Buses
205,Rojas Group,591 Decker Loaf Suite 492,Port Dustinbury,Idaho,D,33.0,331.0,3316.0,"Cold-Rolled Steel Sheet, Strip, and Bars"
206,Robbins-Cox,993 Calvin Springs Suite 008,Port Laura,Illinois,D,28.0,285.0,2851.0,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
207,Kramer-Scott,60049 Richard Mission Apt. 985,Virginiamouth,Kentucky,D,35.0,353.0,3533.0,Oil and Gas Field Machinery and Equipment
208,Shaffer PLC,314 Michelle Glens,East Annton,South Dakota,A,2.0,24.0,241.0,Dairy Farms
209,Burns Group,1627 Thomas Junctions Suite 901,Lake Samuel,,D,23.0,232.0,2329.0,"Men's and Boys' Clothing, Not Elsewhere Classified"
210,"Thomas, Smith and Rollins",92404 Haley Court Apt. 950,Jacquelineborough,Georgia,H,65.0,654.0,6541.0,Title Abstract Offices
211,Woods-Martinez,5124 Alexander Courts,Davidmouth,Delaware,F,51.0,517.0,5171.0,Petroleum Bulk stations and Terminals
212,"Simmons, Zamora and Barker",18105 Susan Parks Suite 771,Walshmouth,Oklahoma,G,,545.0,5451.0,Dairy Products Stores
213,Bradley LLC,57405 Daniel Ramp,Lake Dominicmouth,Massachusetts,D,36.0,364.0,3645.0,Residential Electric Lighting Fixtures
214,Lee Group,,Ashleyborough,North Dakota,E,44.0,448.0,4481.0,"Deep Sea Transportation of Passengers, Except by Ferry"
215,Monroe-Sweeney,0499 Walker Walks Apt. 438,Penaside,Nevada,D,33.0,332.0,3322.0,Malleable Iron Foundries
216,"Freeman, Trujillo and Mathis",6456 Charles Shoal,Stevenshire,Massachusetts,D,34.0,345.0,3451.0,Screw Machine Products
217,Sandoval-Anderson,93501 Colin Circle,Aaronberg,Indiana,D,23.0,233.0,2335.0,"Women's, Misses', and Juniors' Dresses"
218,Harris PLC,8870 Mitchell Pike Suite 447,Lake Robert,Wisconsin,B,10.0,109.0,1099.0,"Miscellaneous Metal Ores, Not Elsewhere Classified"
219,"Lawson, Day and Guerra",7984 Clements Creek,Brandonshire,Delaware,I,76.0,764.0,7641.0,Reupholstery and Furniture Repair
220,"Richardson, Davis and Ferguson",2276 Holly Lake,Freemanside,Iowa,I,87.0,874.0,8748.0,"Business Consulting Services, Not Elsewhere Classified"
221,,3638 Eric Pike Suite 315,Lake Brenda,Florida,,35.0,357.0,3572.0,Computer Storage Devices
222,Lopez-Aguirre,,Grossberg,Indiana,D,20.0,209.0,2097.0,Manufactured Ice
223,Moore PLC,576 Jesus Road Suite 187,Lake Randall,Michigan,D,29.0,299.0,2992.0,Lubricating Oils and Greases
224,Lopez-Miles,684 Smith Tunnel,Parsonsmouth,Oregon,D,23.0,231.0,2311.0,"Men's and Boys' Suits, Coats, and Overcoats"
225,Morris Group,03157 Mia Cliff Apt. 519,West Ashleeshire,California,D,34.0,344.0,3446.0,Architectural and Ornamental Metal Work
226,Garcia Inc,691 Chase Stravenue Suite 907,Port Ashley,Rhode Island,I,79.0,799.0,7996.0,Amusement Parks
227,"Banks, Livingston and Gomez",5140 Terry Points,Port William,Hawaii,D,30.0,301.0,3011.0,Tires and Inner Tubes
228,Pearson and Sons,3233 Crystal Port,West Kevin,New Jersey,G,57.0,,5731.0,"Radio, Television, and Consumer Electronics Stores"
229,Leonard Ltd,98607 Mercer Passage,Adrianbury,Kansas,C,17.0,173.0,1731.0,Electrical Work
230,Whitehead LLC,6373 Caldwell Dale,Turnershire,Minnesota,D,34.0,349.0,3496.0,Miscellaneous Fabricated Wire Products
231,,2014 Walker River Apt. 991,Johnsonborough,North Carolina,I,80.0,801.0,8011.0,Offices and Clinics of Doctors of Medicine
232,Smith and Sons,23441 Clark Canyon,Valdezfort,Alabama,F,,518.0,5182.0,Wine and Distilled Alcoholic Beverages
233,Herrera Ltd,452 Christopher Mill Suite 636,Kirkfurt,Pennsylvania,D,35.0,354.0,3548.0,
234,Jones-Burton,5354 Haas Tunnel,Stacytown,Nevada,D,38.0,385.0,3851.0,Ophthalmic Goods
235,"Smith, Barnes and Newman",3021 Davis Island Suite 165,Port Jeffrey,Idaho,D,38.0,386.0,3861.0,Photographic Equipment and Supplies
236,Sexton-Bailey,3717 David Lakes Suite 525,East Nancyhaven,North Dakota,I,72.0,723.0,7231.0,Beauty Shops
237,Gutierrez Ltd,135 Emily Stravenue,Lauriefort,Illinois,E,44.0,448.0,4482.0,Ferries
238,"White, Fox and Wilson",87223 Miller Tunnel,Lake Vicki,Minnesota,D,34.0,348.0,3484.0,Small Arms
239,Nelson Group,2428 Carlos Hills,Paulton,Texas,F,50.0,503.0,5039.0,"Construction Materials, Not Elsewhere Classified"
240,Swanson Group,111 Paige Meadow,Vangport,New Hampshire,J,96.0,962.0,9621.0,Regulation and Administration of Transportation Programs
241,Stewart-Eaton,998 Rhodes Field,Antoniotown,West Virginia,G,56.0,566.0,5661.0,Shoe Stores
242,"Shah, Castillo and Curtis",3484 Jeffery Pines,South Alexanderton,Vermont,E,42.0,422.0,4225.0,General Warehousing and Storage
243,Hamilton-Stout,013 Emily Alley Suite 431,Kathrynhaven,,F,51.0,515.0,5154.0,Livestock
244,Allen-Horn,,North Christineborough,Kansas,D,35.0,354.0,3546.0,Power-Driven Handtools
245,"James, Waters and Stafford",3229 Gregory Shoals Suite 136,Greenland,Delaware,I,75.0,751.0,7513.0,"Truck Rental and Leasing, Without Drivers"
246,"Rice, Thomas and Hall",820 Peter Underpass,Hugheschester,Illinois,I,73.0,735.0,7359.0,"Equipment Rental and Leasing, Not Elsewhere Classified"
247,"Morgan, Whitaker and Bauer",3059 Nathaniel Pines Suite 126,Grantland,Texas,G,55.0,553.0,5531.0,Auto and Home Supply Stores
248,Perkins PLC,10788 Edgar Shoals,Garrisonhaven,,I,73.0,738.0,7389.0,"Business Services, Not Elsewhere Classified"
249,Kelly-Johnston,0051 Schmidt Hill Apt. 283,North William,Rhode Island,B,12.0,122.0,1222.0,Bituminous Coal Underground Mining
250,Brown-Moore,9753 Williams Meadow Suite 741,Williamsside,Michigan,D,36.0,365.0,3651.0,Household Audio and Video Equipment
251,"Benitez, Rogers and Wilson",65449 Taylor Way,Noblefurt,Pennsylvania,J,97.0,971.0,9711.0,National Security
252,"Olson, Sandoval and Kerr",188 Jason Springs Suite 909,East Mark,North Dakota,D,37.0,373.0,3731.0,Ship Building and Repairing
253,Estes-Trujillo,85764 Sandra Glen,East Robert,Michigan,D,35.0,354.0,3541.0,"Machine Tools, Metal Cutting Types"
254,Ray-Aguirre,754 Scott Station,Hartmanside,Alabama,I,73.0,734.0,7342.0,Disinfecting and Pest Control Services
255,Taylor PLC,8442 Stanton Highway,Port Nicole,Iowa,I,80.0,806.0,8063.0,Psychiatric Hospitals
256,Sanchez Group,8426 Brown Ferry Apt. 854,New Craig,South Carolina,D,34.0,346.0,3465.0,Automotive Stampings
257,"Harrison, Hughes and Robinson",50518 Moore Walks,Lake Gene,Montana,E,46.0,461.0,4612.0,Crude Petroleum Pipelines
258,Snyder-Bernard,492 Lowe Island Apt. 856,Lake Henryberg,North Carolina,,20.0,203.0,2037.0,"Frozen Fruits, Fruit Juices, and Vegetables"
259,"Hernandez, Fowler and Fuller",9892 Robert Islands,Stewartshire,New Jersey,,35.0,353.0,3531.0,Construction Machinery and Equipment
260,"Kirk, Kim and Mullins",061 Jorge Mountain Suite 068,Rasmussenport,Maryland,I,72.0,721.0,7219.0,"Laundry and Garment Services, Not Elsewhere Classified"
261,Morales Ltd,035 Nguyen Mission,Rodneyborough,Arkansas,A,2.0,25.0,253.0,Turkeys and Turkey Eggs
262,Holmes-Ramirez,2651 Claudia Spurs Apt. 423,North Tiffanyfurt,Texas,G,52.0,525.0,5251.0,Hardware Stores
263,Boyer-Cook,956 Hancock Green Suite 857,Troyland,Michigan,D,35.0,355.0,3554.0,Paper Industries Machinery
264,Farley-Foster,1732 Ingram Hill Suite 763,Huntton,West Virginia,D,26.0,265.0,2655.0,"Fiber Cans, Tubes, Drums, and Similar Products"
265,"Manning, Parker and Knight",50382 Jordan Knoll Suite 963,Janemouth,West Virginia,D,31.0,313.0,3131.0,Boot and Shoe Cut Stock and Findings
266,Kennedy-Morris,,North Sheri,Maine,D,35.0,358.0,3586.0,Measuring and Dispensing Pumps
267,Ryan-Anderson,17161 Gibson Place,East Claytonchester,Missouri,G,59.0,596.0,,Automatic Merchandising Machine Operators
268,"Cruz, Spencer and Richards",8262 Watts Skyway,Lake Richard,Alaska,D,34.0,342.0,3429.0,"Hardware, Not Elsewhere Classified"
269,Young Ltd,7472 Kellie Knoll,Antonioside,Colorado,D,28.0,285.0,2851.0,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
270,"Chan, Lindsey and Lewis",346 Willis Pass,Jessicaview,Georgia,B,12.0,122.0,1221.0,Bituminous Coal and Lignite Surface Mining
271,"Jacobson, Escobar and Anderson",652 Leon Route Apt. 287,New Christina,Alaska,D,28.0,283.0,2833.0,Medicinal Chemicals and Botanical Products
272,Lee and Sons,9596 Olsen View Suite 110,Murphyshire,North Carolina,D,35.0,354.0,3546.0,Power-Driven Handtools
273,Young-Eaton,479 Corey Skyway,,Indiana,D,39.0,394.0,3942.0,Dolls and Stuffed Toys
274,Alvarez LLC,73474 Michael Motorway Suite 410,New Allen,Illinois,D,27.0,279.0,2791.0,Typesetting
275,Schwartz-Carpenter,39378 Bryan River,Shirleybury,Illinois,D,36.0,369.0,3691.0,Storage Batteries
276,Steele-French,690 Ford Spring Suite 599,North Janet,Vermont,D,20.0,204.0,2044.0,Rice Milling
277,Phillips PLC,0068 Fisher Squares,Chloebury,Washington,I,75.0,752.0,7521.0,Automobile Parking
278,Ramsey-Snyder,13626 Steven Rue,South Nathanview,Alaska,G,59.0,594.0,5944.0,Jewelry Stores
279,Cruz-Hunter,9899 Malone Track,Nelsonmouth,Pennsylvania,D,35.0,353.0,3534.0,Elevators and Moving Stairways
280,Diaz Group,757 Johnson Flat,Jonhaven,Missouri,I,80.0,809.0,8092.0,Kidney Dialysis Centers
281,"Spencer, Mullins and Prince",13992 Bradshaw Place Suite 812,Michaelburgh,Oregon,D,25.0,252.0,2522.0,"Office Furniture, Except Wood"
282,"Hardin, Conley and Reyes",0725 Beth Lock Suite 881,Lake Sandra,North Carolina,D,30.0,308.0,3081.0,Unsupported Plastics Film and Sheet
283,"Moran, Nicholson and Simmons",940 Brian Springs Suite 870,Lake Samantha,Delaware,I,80.0,807.0,8072.0,Dental Laboratories
284,Daugherty-Conrad,682 Perez Points,Johnland,Arkansas,F,50.0,501.0,5013.0,Motor Vehicle Supplies and New Parts
285,"Miller, Miles and Cervantes",633 Lee Path,Jodifurt,Ohio,F,50.0,508.0,5082.0,Construction and Mining (Except Petroleum) Machinery and Equipment
286,Kramer-Martin,76705 York Common,Sarahville,Idaho,F,51.0,518.0,5181.0,Beer and Ale
287,Terry LLC,30004 Candice Centers,Sandyhaven,Rhode Island,E,41.0,412.0,4121.0,Taxicabs
288,,893 Kirby Roads Apt. 783,Parkermouth,Nevada,D,33.0,335.0,3357.0,Drawing and Insulating of Nonferrous Wire
289,"Romero, Flores and Jones",30546 Kelly Lights,Port Jennifer,,I,72.0,721.0,7217.0,Carpet and Upholstery Cleaning
290,Berry-Mullen,5731 Anderson Falls Suite 889,Ronaldmouth,,A,1.0,11.0,112.0,Rice
291,Lynch Ltd,9366 Davis Groves Apt. 797,Daleburgh,Alaska,D,38.0,,3873.0,"Watches, Clocks, Clockwork Operated Devices, and Parts"
292,Williams-Garcia,034 Bell Mill,South Arthurview,Colorado,D,20.0,207.0,2074.0,Cottonseed Oil Mills
293,Clark and Sons,356 Alvarez Green,Port Cassie,New Mexico,I,73.0,734.0,7342.0,Disinfecting and Pest Control Services
294,Stokes-Clements,0300 Monroe Pines,East Gregoryshire,Maine,,29.0,295.0,2951.0,Asphalt Paving Mixtures and Blocks
295,,68916 Morton Walks Suite 849,Thomasside,South Carolina,E,48.0,484.0,4841.0,Cable and Other Pay Television Services
296,"Pope, Meyer and Alexander",9669 Salazar Roads,West Devinfurt,Utah,J,93.0,931.0,9311.0,"Public Finance, Taxation, and Monetary Policy"
297,Vargas-Powell,7307 West Shoals,New Austinland,Florida,D,,362.0,3629.0,"Electrical Industrial Apparatus, Not Elsewhere Classified"
298,Phillips-Flynn,903 Grant Greens Apt. 253,East Melissashire,Iowa,D,38.0,382.0,3827.0,Optical Instruments and Lenses
299,Soto Ltd,2794 Jones Roads,Christensenstad,Kentucky,C,16.0,162.0,1623.0,"Water, Sewer, Pipeline, and Communications and Power Line Construction"
300,"Nunez, Burnett and Fernandez",526 Wesley Plaza Apt. 348,Hodgesmouth,Virginia,G,59.0,594.0,5944.0,Jewelry Stores
301,"Ramirez, Hall and Villarreal",7515 Gutierrez Branch Suite 611,Johnnyland,Colorado,D,38.0,382.0,3821.0,Laboratory Apparatus and Furniture
302,"Williams, Bentley and Scott",7027 Alisha Cliffs,Underwoodberg,South Carolina,I,75.0,753.0,7538.0,General Automotive Repair Shops
303,Barr PLC,7071 Kim Hollow Suite 990,Clarkstad,Iowa,A,1.0,11.0,119.0,"Cash Grains, Not Elsewhere Classified"
304,"Smith, Nunez and Gonzalez",8326 Lindsey Mountains,Wilsonberg,South Dakota,D,,238.0,2387.0,Apparel belts
305,Farmer and Sons,37840 Martinez Valley,Patrickbury,Alabama,D,36.0,367.0,3677.0,"Electronic Coils, Transformers, and Other Inductors"
306,"Harris, Roberson and Gregory",0724 Danielle Port Suite 944,West Jason,Colorado,D,28.0,281.0,2816.0,Inorganic Pigments
307,"Klein, Wilson and Rodriguez",556 Porter Rest Suite 796,West Brian,South Dakota,D,35.0,357.0,3578.0,"Calculating and Accounting Machines, Except Electronic Computers"
308,"Gray, Price and Mills",4644 Hanson Islands Apt. 966,Lake Karenside,Kentucky,I,82.0,824.0,8249.0,"Vocational Schools, Not Elsewhere Classified"
309,Bradford-Bass,010 Cooper Street,Lake Craigside,Nebraska,D,28.0,283.0,2836.0,"Biological Products, Except Diagnostic Substances"
310,"Potter, Dean and Hall",8943 Mary Passage,West Lindsaystad,Massachusetts,D,20.0,202.0,2022.0,"Natural, Processed, and Imitation Cheese"
311,Cantrell-Krueger,4482 Dean Row,East Elizabethberg,New Hampshire,C,17.0,179.0,1791.0,Structural Steel Erection
312,"Black, Brown and Hernandez",4807 Mary Ridges,Port Daniel,Maine,F,51.0,519.0,5193.0,"Flowers, Nursery Stock, and Florists' Supplies"
313,Parker-Roberts,85519 Herman Port,Lake Sara,Florida,J,95.0,951.0,9512.0,"Land, Mineral, Wildlife, and Forest Conservation"
314,Johnson-Griffin,636 Jackson Cliffs,Ayalaberg,Rhode Island,H,62.0,622.0,6221.0,Commodity Contracts Brokers and Dealers
315,Gates LLC,992 Alexander Mills,Lake Chrischester,Idaho,D,22.0,225.0,2258.0,Lace and Warp Knit Fabric Mills
316,"Hayden, Cherry and Short",823 Dominique Station,Markside,South Carolina,F,50.0,507.0,5075.0,Warm Air Heating and Air-Conditioning Equipment and Supplies
317,Murphy-Curtis,8050 Martin Trail,Crossborough,Nebraska,D,35.0,357.0,3578.0,"Calculating and Accounting Machines, Except Electronic Computers"
318,"Davis, Newman and Zuniga",34069 Christopher Plaza Apt. 769,East Adamfort,New Jersey,D,20.0,207.0,2076.0,"Vegetable Oil Mills, Except Corn, Cottonseed, and Soybean"
319,Haynes PLC,3732 Angel Mews,Kellymouth,Missouri,I,80.0,809.0,8099.0,"Health and Allied Services, Not Elsewhere Classified"
320,,70406 Bass Pass Suite 546,Devonhaven,Washington,D,33.0,331.0,3313.0,"Electrometallurgical Products, Except Steel"
321,Snyder-Boone,5013 Brittany Forge,Haydenberg,Connecticut,D,20.0,204.0,2046.0,Wet Corn Milling
322,Gutierrez-Evans,05597 Howard Crossing,Ramosshire,Nebraska,D,25.0,252.0,2521.0,Wood Office Furniture
323,Davis-Simpson,865 Anthony Extensions Suite 637,Seanland,,F,51.0,517.0,5171.0,Petroleum Bulk stations and Terminals
324,"Castillo, Martinez and Hayes",2471 Mary Fords Suite 932,Robertsonfort,Michigan,A,8.0,83.0,831.0,Forest Nurseries and Gathering of Forest Products
325,"Hansen, Bradley and Thomas",7741 Jessica Knolls Apt. 699,Nicoleview,Louisiana,D,32.0,329.0,3299.0,"Nonmetallic Mineral Products, Not Elsewhere Classified"
326,Gilbert-Harris,044 Ford View Apt. 005,Port Samanthaborough,Georgia,F,,518.0,5181.0,Beer and Ale
327,Williams-Smith,1366 Benjamin Square,Knightland,Arkansas,D,23.0,232.0,2322.0,Men's and Boys' Underwear and Nightwear
328,Lloyd-Griffith,4620 Veronica Locks Suite 960,South Williamchester,New Jersey,D,35.0,,3561.0,Pumps and Pumping Equipment
329,Holt-Jones,075 Tiffany Brooks,Whitneyport,Nevada,D,25.0,254.0,2541.0,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers"
330,Chase-White,660 Carpenter Flats Apt. 298,Shannonburgh,Wisconsin,I,73.0,731.0,7319.0,"Advertising, Not Elsewhere Classified"
331,Schmidt Inc,04090 Robert Islands,North Nancy,California,D,33.0,331.0,3317.0,Steel Pipe and Tubes
332,"Mccormick, Ramirez and Moon",086 Luis Park Apt. 722,Adrienneport,Wyoming,D,20.0,207.0,2076.0,"Vegetable Oil Mills, Except Corn, Cottonseed, and Soybean"
333,Brown PLC,2540 Raymond Heights Suite 507,Brandontown,Missouri,E,48.0,,4832.0,Radio Broadcasting Stations
334,Martinez Ltd,434 Michael Orchard,Mariastad,Georgia,D,39.0,399.0,3993.0,Signs and Advertising Specialties
335,Medina Group,55471 Hale Mountain,Victormouth,Washington,,31.0,317.0,,Women's Handbags and Purses
336,,493 Thomas Crossing,Englishburgh,Maryland,D,36.0,364.0,3644.0,Noncurrent-Carrying Wiring Devices
337,Boyd-Burke,3055 Vasquez Shores,Port Pamelaborough,Hawaii,D,20.0,202.0,2023.0,"Dry, Condensed, and Evaporated Dairy Products"
338,Boyd LLC,5055 Thomas Ford,Lake Davidside,Mississippi,J,93.0,931.0,9311.0,"Public Finance, Taxation, and Monetary Policy"
339,Leach Ltd,044 Weaver Radial,Barkerfort,Pennsylvania,D,20.0,207.0,2075.0,Soybean Oil Mills
340,"Vang, Cannon and Rivera",99553 Hammond Isle,,Delaware,H,60.0,609.0,6099.0,"Functions Related to Depository Banking, Not Elsewhere Classified"
341,Scott-Padilla,7039 Matthew Terrace,Holderburgh,Oklahoma,D,,282.0,2822.0,
342,Murphy Group,61313 James Trail,,Utah,I,80.0,801.0,8011.0,Offices and Clinics of Doctors of Medicine
343,"Hughes, Beck and Terrell",364 Tyler Pike,East Ashleyshire,South Carolina,I,79.0,799.0,7997.0,Membership Sports and Recreation Clubs
344,Liu-Ryan,989 Jennings View,East Christopherburgh,Georgia,H,61.0,615.0,6153.0,"Short-Term Business Credit Institutions, Except Agricultural"
345,Cox Ltd,8368 Cox Run,North Amanda,Kentucky,I,80.0,804.0,8041.0,Offices and Clinics of Chiropractors
346,"Williams, Bullock and Richardson",20037 Margaret Via Apt. 730,Garciafurt,Nevada,D,22.0,229.0,2296.0,Tire Cord and Fabrics
347,"Madden, White and Wright",79681 Jeff Junctions,West Melissamouth,Pennsylvania,I,75.0,753.0,7533.0,Automotive Exhaust System Repair Shops
348,Koch Inc,50725 Lisa Junction,Wardmouth,Oregon,D,30.0,308.0,3082.0,Unsupported Plastics Profile Shapes
349,Warren-Brown,5411 Christopher Cliffs,Port Ashley,Idaho,D,32.0,325.0,3259.0,"Structural Clay Products, Not Elsewhere Classified"
350,King-Kelley,90512 Benson Fall Apt. 072,Joshuaside,New Jersey,G,57.0,571.0,5712.0,Furniture Stores
351,Miller Inc,51980 Nancy Garden Apt. 885,West Tyler,Wisconsin,B,,147.0,1479.0,"Chemical and Fertilizer Mineral Mining, Not Elsewhere Classified"
352,White-Davis,322 Krause Island Suite 027,Lake Jody,New Hampshire,I,76.0,769.0,7692.0,Welding Repair
353,Jones Ltd,,Kylebury,Nevada,,,421.0,4214.0,Local Trucking With Storage
354,Ward-Tran,36800 Lamb Stream Suite 232,East Patriciachester,Washington,E,41.0,415.0,4151.0,School Buses
355,"Austin, Huynh and Bailey",96491 Juan Walk,Kimberlyfort,Iowa,D,36.0,365.0,3652.0,Phonograph Records and Prerecorded Audio Tapes and Disks
356,Decker-Graham,380 Davis Wells,North Paula,Wisconsin,D,37.0,379.0,3795.0,Tanks and Tank Components
357,Norris LLC,213 Jill Cliff Apt. 038,Matthewton,Ohio,F,51.0,,5181.0,Beer and Ale
358,"Marshall, Caldwell and Carey",5560 Joseph Meadow,Port Josephfort,Utah,I,73.0,737.0,7379.0,"Computer Related Services, Not Elsewhere Classified"
359,Harris-Watson,6306 Casey River,,West Virginia,I,73.0,737.0,7379.0,"Computer Related Services, Not Elsewhere Classified"
360,Eaton-Jones,9180 Price Tunnel,East James,South Carolina,I,72.0,729.0,7291.0,Tax Return Preparation Services
361,Kent-Davila,27440 Thomas Road Apt. 356,Derekton,Arkansas,D,33.0,331.0,3316.0,"Cold-Rolled Steel Sheet, Strip, and Bars"
362,Shepard-Burns,689 Tracy Road,Lake Amanda,New York,D,20.0,205.0,2052.0,Cookies and Crackers
363,Miller-Anderson,299 Rebecca Ford,Emilyton,Nevada,D,32.0,326.0,3263.0,Fine Earthenware (Whiteware) Table and Kitchen Articles
364,Butler-Dominguez,61573 Dickerson Island,Lauraview,Florida,D,32.0,327.0,3274.0,Lime
365,Hunter Group,844 Kyle Field,East Patrickville,Florida,E,,401.0,4013.0,Railroad Switching and Terminal Establishments
366,"Mann, Bush and Monroe",40644 Wright Roads,Juanstad,New Jersey,F,50.0,506.0,5064.0,"Electrical Appliances, Television and Radio Sets"
367,Rasmussen LLC,0839 Johnny Port Apt. 763,Pattonborough,Virginia,F,51.0,513.0,5137.0,"Women's, Children's, and Infants' Clothing and Accessories"
368,"Miller, Evans and Smith",0630 Brooke Squares Suite 510,Jessicaberg,Alabama,F,50.0,506.0,5064.0,"Electrical Appliances, Television and Radio Sets"
369,Stevens Ltd,2436 Hernandez Wells,Lake Kristin,Louisiana,D,,239.0,2392.0,"House furnishing, Except Curtains and Draperies"
